movie_key,person_key,department,job,character_name,billing_order
mov_godzilla_2014_92550e,per_aaron_taylor_johnson_cf272d,Acting,Actor,,1
mov_godzilla_2014_92550e,per_ken_watanabe_d3daf9,Acting,Actor,,2
mov_godzilla_2014_92550e,per_elizabeth_olsen_825545,Acting,Actor,,3
mov_godzilla_2014_92550e,per_bryan_cranston_dde683,Acting,Actor,,4
mov_godzilla_2014_92550e,per_juliette_binoche_9ccb4d,Acting,Actor,,5
mov_gone_girl_2014_643b4f,per_david_fincher_70074d,Directing,Director,,1
mov_gone_girl_2014_643b4f,per_ben_affleck_315b39,Acting,Actor,,1
mov_gone_girl_2014_643b4f,per_rosamund_pike_31a83d,Acting,Actor,,2
mov_gone_girl_2014_643b4f,per_neil_patrick_harris_1a8f21,Acting,Actor,,3
mov_gone_girl_2014_643b4f,per_tyler_perry_04c030,Acting,Actor,,4
mov_gone_girl_2014_643b4f,per_kim_dickens_64d519,Acting,Actor,,5
mov_good_deeds_2012_6c8c52,per_tyler_perry_04c030,Directing,Director,,1
mov_good_deeds_2012_6c8c52,per_tyler_perry_04c030,Acting,Actor,,1
mov_good_deeds_2012_6c8c52,per_thandie_newton_da9c7e,Acting,Actor,,2
mov_good_deeds_2012_6c8c52,per_rebecca_romijn_072b72,Acting,Actor,,3
mov_good_deeds_2012_6c8c52,per_brian_j_white_67688e,Acting,Actor,,4
mov_good_deeds_2012_6c8c52,per_jamie_kennedy_df991b,Acting,Actor,,5
mov_goosebumps_2015_f355f4,per_rob_letterman_1b4911,Directing,Director,,1
mov_goosebumps_2015_f355f4,per_jack_black_566f4c,Acting,Actor,,1
mov_goosebumps_2015_f355f4,per_dylan_minnette_f0cdb0,Acting,Actor,,2
mov_goosebumps_2015_f355f4,per_odeya_rush_c30c11,Acting,Actor,,3
mov_goosebumps_2015_f355f4,per_amy_ryan_24938e,Acting,Actor,,4
mov_goosebumps_2015_f355f4,per_ryan_lee_b4f9a1,Acting,Actor,,5
mov_grown_ups_2_2013_6361d1,per_dennis_dugan_a96eb1,Directing,Director,,1
mov_grown_ups_2_2013_6361d1,per_adam_sandler_84236f,Acting,Actor,,1
mov_grown_ups_2_2013_6361d1,per_kevin_james_80a3ab,Acting,Actor,,2
mov_grown_ups_2_2013_6361d1,per_chris_rock_8adc47,Acting,Actor,,3
mov_grown_ups_2_2013_6361d1,per_david_spade_134312,Acting,Actor,,4
mov_grown_ups_2_2013_6361d1,per_taylor_lautner_a1c703,Acting,Actor,,5
mov_hail_caesar_2016_cbe22d,per_joel_and_ethan_coen_312c60,Directing,Director,,1
mov_hail_caesar_2016_cbe22d,per_josh_brolin_23e2c3,Acting,Actor,,1
mov_hail_caesar_2016_cbe22d,per_george_clooney_912f85,Acting,Actor,,2
mov_hail_caesar_2016_cbe22d,per_alden_ehrenreich_d96105,Acting,Actor,,3
mov_hail_caesar_2016_cbe22d,per_ralph_fiennes_f9efef,Acting,Actor,,4
mov_hail_caesar_2016_cbe22d,per_jonah_hill_e4e6f0,Acting,Actor,,5
mov_hands_of_stone_2016_d7dea3,per_jonathan_jakubowicz_cdaa1e,Directing,Director,,1
mov_hands_of_stone_2016_d7dea3,per_edgar_ramirez_d3dd6c,Acting,Actor,,1
mov_hands_of_stone_2016_d7dea3,per_robert_de_niro_c498b0,Acting,Actor,,2
mov_hands_of_stone_2016_d7dea3,per_usher_2b829a,Acting,Actor,,3
mov_hands_of_stone_2016_d7dea3,per_ellen_barkin_72fdea,Acting,Actor,,4
mov_hands_of_stone_2016_d7dea3,per_ana_de_armas_c5e9db,Acting,Actor,,5
mov_hansel_and_gretel_witch_hunters_2013_d67e80,per_tommy_wirkola_b70ddb,Directing,Director,,1
mov_hansel_and_gretel_witch_hunters_2013_d67e80,per_jeremy_renner_f71581,Acting,Actor,,1
mov_hansel_and_gretel_witch_hunters_2013_d67e80,per_gemma_arterton_7df61a,Acting,Actor,,2
mov_hansel_and_gretel_witch_hunters_2013_d67e80,per_zoe_bell_b99174,Acting,Actor,,3
mov_hansel_and_gretel_witch_hunters_2013_d67e80,per_famke_janssen_8cf068,Acting,Actor,,4
mov_hansel_and_gretel_witch_hunters_2013_d67e80,per_peter_stormare_69b281,Acting,Actor,,5
mov_heaven_is_for_real_2014_cc80ab,per_randall_wallace_b6db17,Directing,Director,,1
mov_heaven_is_for_real_2014_cc80ab,per_greg_kinnear_133559,Acting,Actor,,1
mov_heaven_is_for_real_2014_cc80ab,per_kelly_reilly_810200,Acting,Actor,,2
mov_heaven_is_for_real_2014_cc80ab,per_connor_corum_5d0086,Acting,Actor,,3
mov_heaven_is_for_real_2014_cc80ab,per_thomas_haden_church_ce7b4f,Acting,Actor,,4
mov_heaven_is_for_real_2014_cc80ab,per_jacob_vargas_592a71,Acting,Actor,,5
mov_here_comes_the_boom_2012_10c9d2,per_frank_coraci_87cd70,Directing,Director,,1
mov_here_comes_the_boom_2012_10c9d2,per_kevin_james_80a3ab,Acting,Actor,,1
mov_here_comes_the_boom_2012_10c9d2,per_salma_hayek_3a1c72,Acting,Actor,,2
mov_here_comes_the_boom_2012_10c9d2,per_henry_winkler_974caa,Acting,Actor,,3
mov_here_comes_the_boom_2012_10c9d2,per_joe_rogan_f1a1cd,Acting,Actor,,4
mov_hit_and_run_2012_361236,per_dax_shepard_858d77,Directing,Director,,1
mov_hit_and_run_2012_361236,per_dax_shepard_858d77,Acting,Actor,,1
mov_hit_and_run_2012_361236,per_kristen_bell_b2e2ff,Acting,Actor,,2
mov_hit_and_run_2012_361236,per_bradley_cooper_72962d,Acting,Actor,,3
mov_hit_and_run_2012_361236,per_tom_arnold_f83f21,Acting,Actor,,4
mov_hit_and_run_2012_361236,per_kristin_chenoweth_058d76,Acting,Actor,,5
mov_hitman_agent_47_2015_4eb014,per_aleksander_bach_183645,Directing,Director,,1
mov_hitman_agent_47_2015_4eb014,per_rupert_friend_f19ac9,Acting,Actor,,1
mov_hitman_agent_47_2015_4eb014,per_zachary_quinto_e886bc,Acting,Actor,,2
mov_hitman_agent_47_2015_4eb014,per_hannah_ware_417f77,Acting,Actor,,3
mov_hitman_agent_47_2015_4eb014,per_thomas_kretschmann_22b7e2,Acting,Actor,,4
mov_home_2015_a464a3,per_tim_johnson_122b67,Directing,Director,,1
mov_home_2015_a464a3,per_jim_parsons_ee8264,Acting,Actor,,1
mov_home_2015_a464a3,per_rihanna_645e90,Acting,Actor,,2
mov_home_2015_a464a3,per_jennifer_lopez_2cd7e1,Acting,Actor,,3
mov_home_2015_a464a3,per_steve_martin_bc9076,Acting,Actor,,4
mov_home_2015_a464a3,per_matt_jones_342d18,Acting,Actor,,5
mov_hope_springs_2012_aa8fa4,per_david_frankel_d0afa1,Directing,Director,,1
mov_hope_springs_2012_aa8fa4,per_meryl_streep_b1d285,Acting,Actor,,1
mov_hope_springs_2012_aa8fa4,per_tommy_lee_jones_9b190f,Acting,Actor,,2
mov_hope_springs_2012_aa8fa4,per_steve_carell_0a9c4a,Acting,Actor,,3
mov_hope_springs_2012_aa8fa4,per_mimi_rogers_302fa5,Acting,Actor,,4
mov_hope_springs_2012_aa8fa4,per_elisabeth_shue_79c9be,Acting,Actor,,5
mov_horrible_bosses_2_2014_04bc60,per_sean_anders_3cb1bc,Directing,Director,,1
mov_horrible_bosses_2_2014_04bc60,per_jason_bateman_cb8c27,Acting,Actor,,1
mov_horrible_bosses_2_2014_04bc60,per_charlie_day_0d1d23,Acting,Actor,,2
mov_horrible_bosses_2_2014_04bc60,per_jason_sudeikis_66ff40,Acting,Actor,,3
mov_horrible_bosses_2_2014_04bc60,per_kevin_spacey_b9a6cf,Acting,Actor,,4
mov_horrible_bosses_2_2014_04bc60,per_jennifer_aniston_b22381,Acting,Actor,,5
mov_hot_pursuit_2015_5d2ba0,per_anne_fletcher_a282c6,Directing,Director,,1
mov_hot_pursuit_2015_5d2ba0,per_reese_witherspoon_266af6,Acting,Actor,,1
mov_hot_pursuit_2015_5d2ba0,per_sofia_vergara_a7b2a1,Acting,Actor,,2
mov_hot_pursuit_2015_5d2ba0,per_jim_gaffigan_09613a,Acting,Actor,,3
mov_hot_pursuit_2015_5d2ba0,per_john_carroll_lynch_96543f,Acting,Actor,,4
mov_hotel_transylvania_2012_ec552c,per_genndy_tartakovsky_62e9b9,Directing,Director,,1
mov_hotel_transylvania_2012_ec552c,per_adam_sandler_84236f,Acting,Actor,,1
mov_hotel_transylvania_2012_ec552c,per_selena_gomez_89197b,Acting,Actor,,2
mov_hotel_transylvania_2012_ec552c,per_andy_samberg_34a4fc,Acting,Actor,,3
mov_hotel_transylvania_2012_ec552c,per_kevin_james_80a3ab,Acting,Actor,,4
mov_hotel_transylvania_2012_ec552c,per_fran_drescher_cc69c9,Acting,Actor,,5
mov_hotel_transylvania_2_2015_424e59,per_genndy_tartakovsky_62e9b9,Directing,Director,,1
mov_hotel_transylvania_2_2015_424e59,per_adam_sandler_84236f,Acting,Actor,,1
mov_hotel_transylvania_2_2015_424e59,per_andy_samberg_34a4fc,Acting,Actor,,2
mov_hotel_transylvania_2_2015_424e59,per_selena_gomez_89197b,Acting,Actor,,3
mov_hotel_transylvania_2_2015_424e59,per_kevin_james_80a3ab,Acting,Actor,,4
mov_hotel_transylvania_2_2015_424e59,per_steve_buscemi_5d5625,Acting,Actor,,5
mov_how_to_train_your_dragon_2_2014_9abc6b,per_dean_deblois_a784bc,Directing,Director,,1
mov_how_to_train_your_dragon_2_2014_9abc6b,per_jay_baruchel_59ec4d,Acting,Actor,,1
mov_how_to_train_your_dragon_2_2014_9abc6b,per_gerard_butler_a000ce,Acting,Actor,,2
mov_how_to_train_your_dragon_2_2014_9abc6b,per_craig_ferguson_775196,Acting,Actor,,3
mov_how_to_train_your_dragon_2_2014_9abc6b,per_america_ferrera_4c0e2f,Acting,Actor,,4
mov_how_to_train_your_dragon_2_2014_9abc6b,per_jonah_hill_e4e6f0,Acting,Actor,,5
mov_i_2015_3650ce,per_s_shankar_f3be35,Directing,Director,,1
mov_i_2015_3650ce,per_vikram_af67ba,Acting,Actor,,1
mov_i_2015_3650ce,per_amy_jackson_0c78ea,Acting,Actor,,2
mov_i_2015_3650ce,per_n_santhanam_549aa9,Acting,Actor,,3
mov_i_2015_3650ce,per_suresh_gopi_fcaa96,Acting,Actor,,4
mov_i_2015_3650ce,per_upen_patel_1d89ff,Acting,Actor,,5
mov_i_saw_the_light_2015_c0bfa8,per_marc_abraham_33e750,Directing,Director,,1
mov_i_saw_the_light_2015_c0bfa8,per_tom_hiddleston_b83529,Directing,Director,,2
mov_i_saw_the_light_2015_c0bfa8,per_elizabeth_olsen_825545,Acting,Actor,,1
mov_ice_age_collision_course_2016_31fea1,per_mike_thurmeier_889afe,Directing,Director,,1
mov_ice_age_collision_course_2016_31fea1,per_galen_t_chu_d4eb2d,Directing,Director,,2
mov_ice_age_collision_course_2016_31fea1,per_ray_romano_b12d5b,Acting,Actor,,1
mov_ice_age_collision_course_2016_31fea1,per_john_leguizamo_34ec05,Acting,Actor,,2
mov_ice_age_collision_course_2016_31fea1,per_denis_leary_6cbaac,Acting,Actor,,3
mov_ice_age_collision_course_2016_31fea1,per_queen_latifah_9303d9,Acting,Actor,,4
mov_ice_age_collision_course_2016_31fea1,per_jennifer_lopez_2cd7e1,Acting,Actor,,5
mov_ice_age_continental_drift_2012_1a5c9b,per_steve_martino_543373,Directing,Director,,1
mov_ice_age_continental_drift_2012_1a5c9b,per_mike_thurmeier_889afe,Directing,Director,,2
mov_ice_age_continental_drift_2012_1a5c9b,per_ray_romano_b12d5b,Acting,Actor,,1
mov_ice_age_continental_drift_2012_1a5c9b,per_john_leguizamo_34ec05,Acting,Actor,,2
mov_ice_age_continental_drift_2012_1a5c9b,per_denis_leary_6cbaac,Acting,Actor,,3
mov_ice_age_continental_drift_2012_1a5c9b,per_queen_latifah_9303d9,Acting,Actor,,4
mov_ice_age_continental_drift_2012_1a5c9b,per_seann_william_scott_d5e69d,Acting,Actor,,5
mov_identity_thief_2013_fca51d,per_seth_gordon_356112,Directing,Director,,1
mov_identity_thief_2013_fca51d,per_jason_bateman_cb8c27,Acting,Actor,,1
mov_identity_thief_2013_fca51d,per_melissa_mccarthy_9161a5,Acting,Actor,,2
mov_identity_thief_2013_fca51d,per_amanda_peet_48d4a5,Acting,Actor,,3
mov_identity_thief_2013_fca51d,per_john_cho_2af2bf,Acting,Actor,,4
mov_identity_thief_2013_fca51d,per_clark_duke_e1cbe8,Acting,Actor,,5
mov_if_i_stay_2014_406424,per_r_j_cutler_84aef1,Directing,Director,,1
mov_if_i_stay_2014_406424,per_chloe_grace_moretz_063f62,Acting,Actor,,1
mov_if_i_stay_2014_406424,per_mireille_enos_67a40c,Acting,Actor,,2
mov_if_i_stay_2014_406424,per_lauren_lee_smith_d28482,Acting,Actor,,3
mov_if_i_stay_2014_406424,per_liana_liberato_4f4952,Acting,Actor,,4
mov_if_i_stay_2014_406424,per_jamie_blackley_8949a1,Acting,Actor,,5
mov_in_the_heart_of_the_sea_2015_d9ea12,per_ron_howard_f32d74,Directing,Director,,1
mov_in_the_heart_of_the_sea_2015_d9ea12,per_chris_hemsworth_c6dec7,Acting,Actor,,1
mov_in_the_heart_of_the_sea_2015_d9ea12,per_benjamin_walker_b213bd,Acting,Actor,,2
mov_in_the_heart_of_the_sea_2015_d9ea12,per_cillian_murphy_6b4070,Acting,Actor,,3
mov_in_the_heart_of_the_sea_2015_d9ea12,per_tom_holland_d71ce9,Acting,Actor,,4
mov_in_the_heart_of_the_sea_2015_d9ea12,per_ben_whishaw_171334,Acting,Actor,,5
mov_independence_day_resurgence_2016_83754e,per_roland_emmerich_57a1d0,Directing,Director,,1
mov_independence_day_resurgence_2016_83754e,per_jeff_goldblum_0afcf6,Acting,Actor,,1
mov_independence_day_resurgence_2016_83754e,per_bill_pullman_281a99,Acting,Actor,,2
mov_independence_day_resurgence_2016_83754e,per_sela_ward_7cd8ce,Acting,Actor,,3
mov_independence_day_resurgence_2016_83754e,per_liam_hemsworth_089b85,Acting,Actor,,4
mov_independence_day_resurgence_2016_83754e,per_vivica_a_fox_b84a94,Acting,Actor,,5
mov_insidious_chapter_2_2013_47cf9f,per_james_wan_0f585e,Directing,Director,,1
mov_insidious_chapter_2_2013_47cf9f,per_patrick_wilson_fba0ce,Acting,Actor,,1
mov_insidious_chapter_2_2013_47cf9f,per_rose_byrne_e80c07,Acting,Actor,,2
mov_insidious_chapter_2_2013_47cf9f,per_lin_shaye_0dc1c6,Acting,Actor,,3
mov_insidious_chapter_2_2013_47cf9f,per_ty_simpkins_9aa063,Acting,Actor,,4
mov_insidious_chapter_3_2015_940b98,per_leigh_whannell_b74eea,Directing,Director,,1
mov_insidious_chapter_3_2015_940b98,per_dermot_mulroney_236e13,Acting,Actor,,1
mov_insidious_chapter_3_2015_940b98,per_stefanie_scott_0f97f9,Acting,Actor,,2
mov_insidious_chapter_3_2015_940b98,per_angus_sampson_9a4f56,Acting,Actor,,3
mov_insidious_chapter_3_2015_940b98,per_leigh_whannell_b74eea,Acting,Actor,,4
mov_insidious_chapter_3_2015_940b98,per_lin_shaye_0dc1c6,Acting,Actor,,5
mov_interstellar_2014_7becf7,per_christopher_nolan_58c0ef,Directing,Director,,1
mov_interstellar_2014_7becf7,per_matthew_mcconaughey_6d4504,Acting,Actor,,1
mov_interstellar_2014_7becf7,per_anne_hathaway_9aaa88,Acting,Actor,,2
mov_interstellar_2014_7becf7,per_michael_caine_e80372,Acting,Actor,,3
mov_interstellar_2014_7becf7,per_jessica_chastain_109efb,Acting,Actor,,4
mov_interstellar_2014_7becf7,per_matt_damon_d90585,Acting,Actor,,5
mov_into_the_storm_2014_55ac4f,per_steven_quale_82438f,Directing,Director,,1
mov_into_the_storm_2014_55ac4f,per_richard_armitage_6fb9cd,Acting,Actor,,1
mov_into_the_storm_2014_55ac4f,per_jeremy_sumpter_606e7f,Acting,Actor,,2
mov_into_the_storm_2014_55ac4f,per_sarah_wayne_callies_dc570d,Acting,Actor,,3
mov_into_the_storm_2014_55ac4f,per_nathan_kress_f1f316,Acting,Actor,,4
mov_iron_sky_2012_b7610c,per_timo_vuorensola_7991a4,Directing,Director,,1
mov_iron_sky_2012_b7610c,per_julia_dietze_0eaf5d,Acting,Actor,,1
mov_iron_sky_2012_b7610c,per_peta_sergeant_d16d31,Acting,Actor,,2
mov_iron_sky_2012_b7610c,per_gotz_otto_b6adb4,Acting,Actor,,3
mov_iron_sky_2012_b7610c,per_chris_kirby_c7d880,Acting,Actor,,4
mov_iron_sky_2012_b7610c,per_udo_kier_f032e2,Acting,Actor,,5
mov_irrational_man_2015_9c9007,per_woody_allen_03c0b5,Directing,Director,,1
mov_irrational_man_2015_9c9007,per_joaquin_phoenix_f829e1,Acting,Actor,,1
mov_irrational_man_2015_9c9007,per_emma_stone_19275c,Acting,Actor,,2
mov_irrational_man_2015_9c9007,per_parker_posey_3ced9b,Acting,Actor,,3
mov_irrational_man_2015_9c9007,per_jamie_blackley_8949a1,Acting,Actor,,4
mov_jack_reacher_2012_35a638,per_christopher_mcquarrie_6de32b,Directing,Director,,1
mov_jack_reacher_2012_35a638,per_tom_cruise_72b57c,Acting,Actor,,1
mov_jack_reacher_2012_35a638,per_rosamund_pike_31a83d,Acting,Actor,,2
mov_jack_reacher_2012_35a638,per_david_oyelowo_87bb3d,Acting,Actor,,3
mov_jack_reacher_2012_35a638,per_richard_jenkins_02350e,Acting,Actor,,4
mov_jack_reacher_2012_35a638,per_alexia_fast_84f4fe,Acting,Actor,,5
mov_jack_ryan_shadow_recruit_2014_5602d3,per_kenneth_branagh_d227cb,Directing,Director,,1
mov_jack_ryan_shadow_recruit_2014_5602d3,per_david_koepp_222e4b,Acting,Actor,,1
mov_jack_ryan_shadow_recruit_2014_5602d3,per_adam_cozad_4d7834,Acting,Actor,,2
mov_jack_ryan_shadow_recruit_2014_5602d3,per_anthony_peckham_2cc31f,Acting,Actor,,3
mov_jack_ryan_shadow_recruit_2014_5602d3,per_steve_zaillian_404743,Acting,Actor,,4
mov_jack_ryan_shadow_recruit_2014_5602d3,per_chris_pine_c06f26,Acting,Actor,,5
mov_jane_got_a_gun_2016_535baf,per_gavin_o_connor_fb006f,Directing,Director,,1
mov_jane_got_a_gun_2016_535baf,per_natalie_portman_c17063,Acting,Actor,,1
mov_jane_got_a_gun_2016_535baf,per_joel_edgerton_1e419f,Acting,Actor,,2
mov_jane_got_a_gun_2016_535baf,per_ewan_mcgregor_ad0209,Acting,Actor,,3
mov_jane_got_a_gun_2016_535baf,per_rodrigo_santoro_e0ee1a,Acting,Actor,,4
mov_jane_got_a_gun_2016_535baf,per_noah_emmerich_b274de,Acting,Actor,,5
mov_jason_bourne_2016_577c72,per_paul_greengrass_b55ca1,Directing,Director,,1
mov_jason_bourne_2016_577c72,per_matt_damon_d90585,Acting,Actor,,1
mov_jason_bourne_2016_577c72,per_julia_stiles_c5c682,Acting,Actor,,2
mov_jason_bourne_2016_577c72,per_alicia_vikander_d313ec,Acting,Actor,,3
mov_jason_bourne_2016_577c72,per_riz_ahmed_db8abb,Acting,Actor,,4
mov_jason_bourne_2016_577c72,per_vincent_cassel_449ed8,Acting,Actor,,5
mov_jeff_who_lives_at_home_2012_a13b75,per_jay_duplass_a039e5,Directing,Director,,1
mov_jeff_who_lives_at_home_2012_a13b75,per_jason_segel_6033fe,Acting,Actor,,1
mov_jeff_who_lives_at_home_2012_a13b75,per_ed_helms_65b0e6,Acting,Actor,,2
mov_jeff_who_lives_at_home_2012_a13b75,per_judy_greer_8b59ca,Acting,Actor,,3
mov_jeff_who_lives_at_home_2012_a13b75,per_susan_sarandon_0ca29e,Acting,Actor,,4
mov_jeff_who_lives_at_home_2012_a13b75,per_evan_ross_5287ff,Acting,Actor,,5
mov_jem_and_the_holograms_2015_90827b,per_jon_m_chu_374c7c,Directing,Director,,1
mov_jem_and_the_holograms_2015_90827b,per_aubrey_peeples_9b9b50,Acting,Actor,,1
mov_jem_and_the_holograms_2015_90827b,per_stefanie_scott_0f97f9,Acting,Actor,,2
mov_jem_and_the_holograms_2015_90827b,per_hayley_kiyoko_844862,Acting,Actor,,3
mov_jem_and_the_holograms_2015_90827b,per_aurora_perrineau_ce1ac8,Acting,Actor,,4
mov_jem_and_the_holograms_2015_90827b,per_ryan_guzman_582247,Acting,Actor,,5
mov_jersey_boys_2014_7ea185,per_clint_eastwood_db508e,Directing,Director,,1
mov_jersey_boys_2014_7ea185,per_john_lloyd_young_265bb8,Acting,Actor,,1
mov_jersey_boys_2014_7ea185,per_erec_bergen_0e0e34,Acting,Actor,,2
mov_jersey_boys_2014_7ea185,per_vincent_piazza_fddb1a,Acting,Actor,,3
mov_jersey_boys_2014_7ea185,per_michael_lamenda_62f0e3,Acting,Actor,,4
mov_jersey_boys_2014_7ea185,per_christopher_walken_d013e8,Acting,Actor,,5
mov_jobs_2013_fb5775,per_joshua_michael_stern_5d5b44,Directing,Director,,1
mov_jobs_2013_fb5775,per_ashton_kutcher_a3da53,Acting,Actor,,1
mov_jobs_2013_fb5775,per_dermot_mulroney_236e13,Acting,Actor,,2
mov_jobs_2013_fb5775,per_josh_gad_e9f409,Acting,Actor,,3
mov_jobs_2013_fb5775,per_lukas_haas_64009b,Acting,Actor,,4
mov_jobs_2013_fb5775,per_j_k_simmons_919f50,Acting,Actor,,5
mov_john_wick_2014_33c569,per_chad_stahelski_15cd38,Directing,Director,,1
mov_john_wick_2014_33c569,per_david_leitch_director_5df436,Directing,Director,,2
mov_john_wick_2014_33c569,per_keanu_reeves_cd7fc1,Acting,Actor,,1
mov_john_wick_2014_33c569,per_bridget_moynahan_f5548a,Acting,Actor,,2
mov_john_wick_2014_33c569,per_willem_dafoe_13f4f9,Acting,Actor,,3
mov_journey_2_the_mysterious_island_2012_06583c,per_brad_peyton_74ba81,Directing,Director,,1
mov_journey_2_the_mysterious_island_2012_06583c,per_dwayne_johnson_d070a8,Acting,Actor,,1
mov_journey_2_the_mysterious_island_2012_06583c,per_michael_caine_e80372,Acting,Actor,,2
mov_journey_2_the_mysterious_island_2012_06583c,per_josh_hutcherson_ddfcc3,Acting,Actor,,3
mov_journey_2_the_mysterious_island_2012_06583c,per_vanessa_hudgens_387958,Acting,Actor,,4
mov_journey_2_the_mysterious_island_2012_06583c,per_luis_guzman_533267,Acting,Actor,,5
mov_joy_2015_f5c55c,per_david_o_russell_d84815,Directing,Director,,1
mov_joy_2015_f5c55c,per_jennifer_lawrence_30ed76,Acting,Actor,,1
mov_joy_2015_f5c55c,per_robert_de_niro_c498b0,Acting,Actor,,2
mov_joy_2015_f5c55c,per_bradley_cooper_72962d,Acting,Actor,,3
mov_joy_2015_f5c55c,per_edgar_ramirez_d3dd6c,Acting,Actor,,4
mov_keanu_2016_6e88b6,per_peter_atencio_9b9a31,Directing,Director,,1
mov_keanu_2016_6e88b6,per_keegan_michael_key_c02ba7,Acting,Actor,,1
mov_keanu_2016_6e88b6,per_jordan_peele_da56a7,Acting,Actor,,2
mov_keanu_2016_6e88b6,per_method_man_6d436a,Acting,Actor,,3
mov_keanu_2016_6e88b6,per_gabrielle_union_c6939a,Acting,Actor,,4
mov_keanu_2016_6e88b6,per_will_forte_a5c4ab,Acting,Actor,,5
mov_kill_the_messenger_2014_00d3d4,per_michael_cuesta_b7538c,Directing,Director,,1
mov_kill_the_messenger_2014_00d3d4,per_jeremy_renner_f71581,Acting,Actor,,1
mov_kill_the_messenger_2014_00d3d4,per_barry_pepper_2983ac,Acting,Actor,,2
mov_kill_the_messenger_2014_00d3d4,per_mary_elizabeth_winstead_c0aac2,Acting,Actor,,3
mov_kill_the_messenger_2014_00d3d4,per_rosemarie_dewitt_aad4bb,Acting,Actor,,4
mov_kill_the_messenger_2014_00d3d4,per_ray_liotta_cf7739,Acting,Actor,,5
mov_killing_them_softly_2012_f9ece3,per_andrew_dominik_43aa19,Directing,Director,,1
mov_killing_them_softly_2012_f9ece3,per_brad_pitt_c24c70,Acting,Actor,,1
mov_killing_them_softly_2012_f9ece3,per_vincent_curatola_c8e9bc,Acting,Actor,,2
mov_killing_them_softly_2012_f9ece3,per_scoot_mcnairy_39e701,Acting,Actor,,3
mov_killing_them_softly_2012_f9ece3,per_ben_mendelsohn_2bbb28,Acting,Actor,,4
mov_killing_them_softly_2012_f9ece3,per_ray_liotta_cf7739,Acting,Actor,,5
mov_kingsman_the_secret_service_2014_ca649f,per_matthew_vaughn_5a3f31,Directing,Director,,1
mov_kingsman_the_secret_service_2014_ca649f,per_colin_firth_0245d8,Acting,Actor,,1
mov_kingsman_the_secret_service_2014_ca649f,per_taron_egerton_e1800d,Acting,Actor,,2
mov_kingsman_the_secret_service_2014_ca649f,per_samuel_l_jackson_2bb0a9,Acting,Actor,,3
mov_kingsman_the_secret_service_2014_ca649f,per_mark_strong_c65036,Acting,Actor,,4
mov_kingsman_the_secret_service_2014_ca649f,per_michael_caine_e80372,Acting,Actor,,5
mov_krampus_2015_7de987,per_michael_dougherty_0ce3c8,Directing,Director,,1
mov_krampus_2015_7de987,per_emjay_anthony_cf5ad7,Acting,Actor,,1
mov_krampus_2015_7de987,per_allison_tolman_b22e4d,Acting,Actor,,2
mov_krampus_2015_7de987,per_adam_scott_df7c52,Acting,Actor,,3
mov_kubo_and_the_two_strings_2016_092896,per_travis_knight_904107,Directing,Director,,1
mov_kubo_and_the_two_strings_2016_092896,per_art_parkinson_681fef,Acting,Actor,,1
mov_kubo_and_the_two_strings_2016_092896,per_matthew_mcconaughey_6d4504,Acting,Actor,,2
mov_kubo_and_the_two_strings_2016_092896,per_rooney_mara_b07e7a,Acting,Actor,,3
mov_kubo_and_the_two_strings_2016_092896,per_charlize_theron_3bebb3,Acting,Actor,,4
mov_kubo_and_the_two_strings_2016_092896,per_ralph_fiennes_f9efef,Acting,Actor,,5
mov_kung_fu_panda_3_2016_2a837a,per_jennifer_yuh_nelson_7359e3,Directing,Director,,1
mov_kung_fu_panda_3_2016_2a837a,per_alessandro_carloni_e60c8d,Directing,Director,,2
mov_kung_fu_panda_3_2016_2a837a,per_jack_black_566f4c,Acting,Actor,,1
mov_kung_fu_panda_3_2016_2a837a,per_angelina_jolie_d5e203,Acting,Actor,,2
mov_kung_fu_panda_3_2016_2a837a,per_dustin_hoffman_617537,Acting,Actor,,3
mov_kung_fu_panda_3_2016_2a837a,per_jackie_chan_a82312,Acting,Actor,,4
mov_kung_fu_panda_3_2016_2a837a,per_seth_rogen_ecd33a,Acting,Actor,,5
mov_lazer_team_2016_52b138,per_matt_hullum_198607,Directing,Director,,1
mov_lazer_team_2016_52b138,per_burnie_burns_fdeae8,Acting,Actor,,1
mov_lazer_team_2016_52b138,per_gavin_free_24da15,Acting,Actor,,2
mov_lazer_team_2016_52b138,per_michael_jones_15fc85,Acting,Actor,,3
mov_lazer_team_2016_52b138,per_colton_dunn_df56b6,Acting,Actor,,4
mov_lazer_team_2016_52b138,per_allie_deberry_29ff72,Acting,Actor,,5
mov_left_behind_2014_988e60,per_vic_armstrong_d99e93,Directing,Director,,1
mov_left_behind_2014_988e60,per_nicolas_cage_e6d710,Acting,Actor,,1
mov_left_behind_2014_988e60,per_chad_michael_murray_81bc9c,Acting,Actor,,2
mov_left_behind_2014_988e60,per_cassi_thomson_f5fda1,Acting,Actor,,3
mov_left_behind_2014_988e60,per_nicky_whelan_a9917d,Acting,Actor,,4
mov_left_behind_2014_988e60,per_jordin_sparks_0b2412,Acting,Actor,,5
mov_les_miserables_2012_7386b1,per_tom_hooper_809093,Directing,Director,,1
mov_les_miserables_2012_7386b1,per_hugh_jackman_369e00,Acting,Actor,,1
mov_les_miserables_2012_7386b1,per_russell_crowe_e74012,Acting,Actor,,2
