movie_key,person_key,department,job,character_name,billing_order
mov_10_cloverfield_lane_2016_5f4fa2,per_dan_trachtenberg_f40b2e,Directing,Director,,1
mov_10_cloverfield_lane_2016_5f4fa2,per_mary_elizabeth_winstead_c0aac2,Acting,Actor,,1
mov_10_cloverfield_lane_2016_5f4fa2,per_john_goodman_0f048e,Acting,Actor,,2
mov_10_cloverfield_lane_2016_5f4fa2,per_john_gallagher_5f01c8,Acting,Actor,,3
mov_13_hours_the_secret_soldiers_of_benghazi_2016_10854d,per_michael_bay_84fd22,Directing,Director,,1
mov_13_hours_the_secret_soldiers_of_benghazi_2016_10854d,per_james_badge_dale_25bafc,Acting,Actor,,1
mov_13_hours_the_secret_soldiers_of_benghazi_2016_10854d,per_john_krasinski_d7a307,Acting,Actor,,2
mov_13_hours_the_secret_soldiers_of_benghazi_2016_10854d,per_toby_stephens_05d84d,Acting,Actor,,3
mov_13_hours_the_secret_soldiers_of_benghazi_2016_10854d,per_pablo_schreiber_fb8137,Acting,Actor,,4
mov_13_hours_the_secret_soldiers_of_benghazi_2016_10854d,per_max_martini_f6c593,Acting,Actor,,5
mov_2_guns_2013_ae1a91,per_baltasar_kormakur_1664d0,Directing,Director,,1
mov_2_guns_2013_ae1a91,per_mark_wahlberg_586641,Acting,Actor,,1
mov_2_guns_2013_ae1a91,per_denzel_washington_c196ac,Acting,Actor,,2
mov_2_guns_2013_ae1a91,per_paula_patton_711e94,Acting,Actor,,3
mov_2_guns_2013_ae1a91,per_bill_paxton_49b53f,Acting,Actor,,4
mov_2_guns_2013_ae1a91,per_edward_james_olmos_f263ba,Acting,Actor,,5
mov_21_jump_street_2012_bf48d9,per_phil_lord_0a43a0,Directing,Director,,1
mov_21_jump_street_2012_bf48d9,per_chris_miller_b0a4e3,Directing,Director,,2
mov_21_jump_street_2012_bf48d9,per_jonah_hill_e4e6f0,Acting,Actor,,1
mov_21_jump_street_2012_bf48d9,per_channing_tatum_c931b9,Acting,Actor,,2
mov_21_jump_street_2012_bf48d9,per_ice_cube_f11093,Acting,Actor,,3
mov_21_jump_street_2012_bf48d9,per_brie_larson_d50299,Acting,Actor,,4
mov_21_jump_street_2012_bf48d9,per_rob_riggle_1bbac0,Acting,Actor,,5
mov_22_jump_street_2014_4fc280,per_phil_lord_0a43a0,Directing,Director,,1
mov_22_jump_street_2014_4fc280,per_chris_miller_b0a4e3,Directing,Director,,2
mov_22_jump_street_2014_4fc280,per_channing_tatum_c931b9,Acting,Actor,,1
mov_22_jump_street_2014_4fc280,per_jonah_hill_e4e6f0,Acting,Actor,,2
mov_22_jump_street_2014_4fc280,per_ice_cube_f11093,Acting,Actor,,3
mov_300_rise_of_an_empire_2014_0dc971,per_noam_murro_fc3e50,Directing,Director,,1
mov_300_rise_of_an_empire_2014_0dc971,per_rodrigo_santoro_e0ee1a,Acting,Actor,,1
mov_300_rise_of_an_empire_2014_0dc971,per_eva_green_a3e34c,Acting,Actor,,2
mov_300_rise_of_an_empire_2014_0dc971,per_sullivan_stapleton_3f0962,Acting,Actor,,3
mov_300_rise_of_an_empire_2014_0dc971,per_hans_matheson_b16c36,Acting,Actor,,4
mov_300_rise_of_an_empire_2014_0dc971,per_lena_headey_b46887,Acting,Actor,,5
mov_42_2013_16c560,per_brian_helgeland_701ce2,Directing,Director,,1
mov_42_2013_16c560,per_harrison_ford_462172,Acting,Actor,,1
mov_42_2013_16c560,per_chadwick_boseman_572492,Acting,Actor,,2
mov_42_2013_16c560,per_christopher_meloni_a8764b,Acting,Actor,,3
mov_42_2013_16c560,per_ryan_merriman_2cb3a7,Acting,Actor,,4
mov_42_2013_16c560,per_andre_holland_7bcb23,Acting,Actor,,5
mov_71_2014_525029,per_yann_demange_525fdf,Directing,Director,,1
mov_71_2014_525029,per_jack_o_connell_63a57a,Acting,Actor,,1
mov_71_2014_525029,per_richard_dormer_5b42b0,Acting,Actor,,2
mov_71_2014_525029,per_sean_harris_86d042,Acting,Actor,,3
mov_71_2014_525029,per_sam_reid_6b8a33,Acting,Actor,,4
mov_90_minutes_in_heaven_2015_051046,per_michael_polish_5feb3c,Directing,Director,,1
mov_90_minutes_in_heaven_2015_051046,per_hayden_christensen_a0228a,Acting,Actor,,1
mov_90_minutes_in_heaven_2015_051046,per_kate_bosworth_d17f5f,Acting,Actor,,2
mov_90_minutes_in_heaven_2015_051046,per_dwight_yoakam_1ac663,Acting,Actor,,3
mov_90_minutes_in_heaven_2015_051046,per_michael_w_smith_dcb5f2,Acting,Actor,,4
mov_a_good_day_to_die_hard_2013_307efc,per_john_moore_6b7f2d,Directing,Director,,1
mov_a_good_day_to_die_hard_2013_307efc,per_bruce_willis_4529e1,Acting,Actor,,1
mov_a_good_day_to_die_hard_2013_307efc,per_jai_courtney_be875b,Acting,Actor,,2
mov_a_good_day_to_die_hard_2013_307efc,per_sebastian_koch_16831d,Acting,Actor,,3
mov_a_good_day_to_die_hard_2013_307efc,per_yuliya_snigir_bba6ae,Acting,Actor,,4
mov_a_good_day_to_die_hard_2013_307efc,per_radivoje_bukvic_ba7ed4,Acting,Actor,,5
mov_a_haunted_house_2013_4f3e9c,per_michael_tiddes_0dc5eb,Directing,Director,,1
mov_a_haunted_house_2013_4f3e9c,per_marlon_wayans_020bd7,Acting,Actor,,1
mov_a_haunted_house_2013_4f3e9c,per_nick_swardson_830dc4,Acting,Actor,,2
mov_a_haunted_house_2013_4f3e9c,per_david_koechner_7a5216,Acting,Actor,,3
mov_a_haunted_house_2013_4f3e9c,per_essence_atkins_dc6f7e,Acting,Actor,,4
mov_a_haunted_house_2013_4f3e9c,per_cedric_the_entertainer_6cff30,Acting,Actor,,5
mov_a_haunted_house_2_2014_fb42ab,per_michael_tiddes_0dc5eb,Directing,Director,,1
mov_a_haunted_house_2_2014_fb42ab,per_marlon_wayans_020bd7,Acting,Actor,,1
mov_a_haunted_house_2_2014_fb42ab,per_jaime_pressly_387be9,Acting,Actor,,2
mov_a_haunted_house_2_2014_fb42ab,per_essence_atkins_dc6f7e,Acting,Actor,,3
mov_a_haunted_house_2_2014_fb42ab,per_cedric_the_entertainer_6cff30,Acting,Actor,,4
mov_a_haunted_house_2_2014_fb42ab,per_gabriel_iglesias_941dff,Acting,Actor,,5
mov_a_long_way_down_2014_c8904e,per_pascal_chaumeil_10fa2b,Directing,Director,,1
mov_a_long_way_down_2014_c8904e,per_toni_collette_19e748,Acting,Actor,,1
mov_a_long_way_down_2014_c8904e,per_pierce_brosnan_82d680,Acting,Actor,,2
mov_a_long_way_down_2014_c8904e,per_aaron_paul_60706f,Acting,Actor,,3
mov_a_long_way_down_2014_c8904e,per_imogen_poots_049548,Acting,Actor,,4
mov_a_most_violent_year_2014_02b971,per_j_c_chandor_3ee429,Directing,Director,,1
mov_a_most_violent_year_2014_02b971,per_oscar_isaac_2fe13f,Acting,Actor,,1
mov_a_most_violent_year_2014_02b971,per_jessica_chastain_109efb,Acting,Actor,,2
mov_a_most_violent_year_2014_02b971,per_alessandro_nivola_18259b,Acting,Actor,,3
mov_a_most_violent_year_2014_02b971,per_david_oyelowo_87bb3d,Acting,Actor,,4
mov_a_most_violent_year_2014_02b971,per_albert_brooks_8a86d1,Acting,Actor,,5
mov_a_most_wanted_man_2014_97e912,per_anton_corbijn_04428f,Directing,Director,,1
mov_a_most_wanted_man_2014_97e912,per_philip_seymour_hoffman_4fbea6,Acting,Actor,,1
mov_a_most_wanted_man_2014_97e912,per_rachel_mcadams_9dc3c1,Acting,Actor,,2
mov_a_most_wanted_man_2014_97e912,per_robin_wright_00ae98,Acting,Actor,,3
mov_a_most_wanted_man_2014_97e912,per_willem_dafoe_13f4f9,Acting,Actor,,4
mov_a_most_wanted_man_2014_97e912,per_grigoriy_dobrygin_9b1214,Acting,Actor,,5
mov_a_thousand_words_2012_8efb4b,per_brian_robbins_0eb9cb,Directing,Director,,1
mov_a_thousand_words_2012_8efb4b,per_eddie_murphy_04e9ab,Acting,Actor,,1
mov_a_thousand_words_2012_8efb4b,per_kerry_washington_323283,Acting,Actor,,2
mov_a_thousand_words_2012_8efb4b,per_cliff_curtis_7a2204,Acting,Actor,,3
mov_a_thousand_words_2012_8efb4b,per_clark_duke_e1cbe8,Acting,Actor,,4
mov_a_thousand_words_2012_8efb4b,per_allison_janney_c86faa,Acting,Actor,,5
mov_a_walk_among_the_tombstones_2014_b51555,per_scott_frank_f89736,Directing,Director,,1
mov_a_walk_among_the_tombstones_2014_b51555,per_liam_neeson_dc6bad,Acting,Actor,,1
mov_a_walk_among_the_tombstones_2014_b51555,per_dan_stevens_3bbf6f,Acting,Actor,,2
mov_a_walk_among_the_tombstones_2014_b51555,per_ruth_wilson_15cb9f,Acting,Actor,,3
mov_a_walk_among_the_tombstones_2014_b51555,per_boyd_holbrook_b89b9f,Acting,Actor,,4
mov_a_walk_in_the_woods_2015_d9f968,per_ken_kwapis_44d747,Directing,Director,,1
mov_a_walk_in_the_woods_2015_d9f968,per_robert_redford_c5a4fb,Acting,Actor,,1
mov_a_walk_in_the_woods_2015_d9f968,per_nick_nolte_c4ee89,Acting,Actor,,2
mov_a_walk_in_the_woods_2015_d9f968,per_emma_thompson_8704eb,Acting,Actor,,3
mov_abraham_lincoln_vampire_hunter_2012_fb9c6b,per_timur_bekmambetov_1d1c98,Directing,Director,,1
mov_abraham_lincoln_vampire_hunter_2012_fb9c6b,per_benjamin_walker_b213bd,Acting,Actor,,1
mov_abraham_lincoln_vampire_hunter_2012_fb9c6b,per_dominic_cooper_ac1bb1,Acting,Actor,,2
mov_abraham_lincoln_vampire_hunter_2012_fb9c6b,per_anthony_mackie_6dc4cf,Acting,Actor,,3
mov_abraham_lincoln_vampire_hunter_2012_fb9c6b,per_mary_elizabeth_winstead_c0aac2,Acting,Actor,,4
mov_abraham_lincoln_vampire_hunter_2012_fb9c6b,per_rufus_sewell_b516fe,Acting,Actor,,5
mov_after_earth_2013_4bc5f5,per_m_night_shyamalan_04241c,Directing,Director,,1
mov_after_earth_2013_4bc5f5,per_jaden_smith_7aad6b,Acting,Actor,,1
mov_after_earth_2013_4bc5f5,per_will_smith_172dcd,Acting,Actor,,2
mov_after_earth_2013_4bc5f5,per_isabelle_fuhrman_7e1b86,Acting,Actor,,3
mov_after_earth_2013_4bc5f5,per_zoe_kravitz_cb42c7,Acting,Actor,,4
mov_ain_t_them_bodies_saints_2013_f1b66b,per_david_lowery_ec3998,Directing,Director,,1
mov_ain_t_them_bodies_saints_2013_f1b66b,per_casey_affleck_41022c,Acting,Actor,,1
mov_ain_t_them_bodies_saints_2013_f1b66b,per_rooney_mara_b07e7a,Acting,Actor,,2
mov_ain_t_them_bodies_saints_2013_f1b66b,per_ben_foster_42154f,Acting,Actor,,3
mov_ain_t_them_bodies_saints_2013_f1b66b,per_rami_malek_09d963,Acting,Actor,,4
mov_ain_t_them_bodies_saints_2013_f1b66b,per_keith_carradine_fd8ec7,Acting,Actor,,5
mov_alex_cross_2012_9eb102,per_rob_cohen_ef5fa8,Directing,Director,,1
mov_alex_cross_2012_9eb102,per_tyler_perry_04c030,Acting,Actor,,1
mov_alex_cross_2012_9eb102,per_matthew_fox_b43278,Acting,Actor,,2
mov_alex_cross_2012_9eb102,per_rachel_nichols_765a94,Acting,Actor,,3
mov_alex_cross_2012_9eb102,per_edward_burns_3592f2,Acting,Actor,,4
mov_alex_cross_2012_9eb102,per_jean_reno_256af0,Acting,Actor,,5
mov_aloha_2015_380291,per_cameron_crowe_54a415,Directing,Director,,1
mov_aloha_2015_380291,per_bradley_cooper_72962d,Acting,Actor,,1
mov_aloha_2015_380291,per_emma_stone_19275c,Acting,Actor,,2
mov_aloha_2015_380291,per_alec_baldwin_ac57e7,Acting,Actor,,3
mov_aloha_2015_380291,per_rachel_mcadams_9dc3c1,Acting,Actor,,4
mov_aloha_2015_380291,per_bill_murray_905adb,Acting,Actor,,5
mov_alvin_and_the_chipmunks_the_road_chip_2015_1d0bd5,per_walt_becker_4f8f58,Directing,Director,,1
mov_alvin_and_the_chipmunks_the_road_chip_2015_1d0bd5,per_jason_lee_69db40,Acting,Actor,,1
mov_alvin_and_the_chipmunks_the_road_chip_2015_1d0bd5,per_tony_hale_f5a252,Acting,Actor,,2
mov_alvin_and_the_chipmunks_the_road_chip_2015_1d0bd5,per_kimberly_williams_paisley_073d5a,Acting,Actor,,3
mov_alvin_and_the_chipmunks_the_road_chip_2015_1d0bd5,per_josh_green_9d36f2,Acting,Actor,,4
mov_alvin_and_the_chipmunks_the_road_chip_2015_1d0bd5,per_bella_thorne_dca0bb,Acting,Actor,,5
mov_american_reunion_2012_97ec37,per_jon_hurwitz_2bb7a9,Directing,Director,,1
mov_american_reunion_2012_97ec37,per_alyson_hannigan_e24317,Acting,Actor,,1
mov_american_reunion_2012_97ec37,per_seann_william_scott_d5e69d,Acting,Actor,,2
mov_american_reunion_2012_97ec37,per_tara_reid_149f65,Acting,Actor,,3
mov_american_reunion_2012_97ec37,per_jason_biggs_740d79,Acting,Actor,,4
mov_american_reunion_2012_97ec37,per_eugene_levy_1b21d7,Acting,Actor,,5
mov_american_sniper_2014_640191,per_clint_eastwood_db508e,Directing,Director,,1
mov_american_sniper_2014_640191,per_bradley_cooper_72962d,Acting,Actor,,1
mov_american_sniper_2014_640191,per_sienna_miller_73e98c,Acting,Actor,,2
mov_american_sniper_2014_640191,per_max_charles_3028e3,Acting,Actor,,3
mov_american_sniper_2014_640191,per_luke_grimes_3fbc58,Acting,Actor,,4
mov_american_ultra_2015_5ac194,per_nima_nourizadeh_319430,Directing,Director,,1
mov_american_ultra_2015_5ac194,per_jesse_eisenberg_5ff2ea,Acting,Actor,,1
mov_american_ultra_2015_5ac194,per_kristen_stewart_3da488,Acting,Actor,,2
mov_american_ultra_2015_5ac194,per_connie_britton_388ef1,Acting,Actor,,3
mov_american_ultra_2015_5ac194,per_topher_grace_d52118,Acting,Actor,,4
mov_american_ultra_2015_5ac194,per_john_leguizamo_34ec05,Acting,Actor,,5
mov_amy_2015_f544da,per_asif_kapadia_cc6753,Directing,Director,,1
mov_amy_2015_f544da,per_amy_winehouse_d8c2c9,Acting,Actor,,1
mov_amy_2015_f544da,per_mitchell_winehouse_ec82e0,Acting,Actor,,2
mov_amy_2015_f544da,per_janis_winehouse_a01a9b,Acting,Actor,,3
mov_amy_2015_f544da,per_raye_cosbert_9295d1,Acting,Actor,,4
mov_amy_2015_f544da,per_nick_shymansky_821235,Acting,Actor,,5
mov_annabelle_2014_a961b5,per_john_r_leonetti_115d6d,Directing,Director,,1
mov_annabelle_2014_a961b5,per_annabelle_wallis_3c525a,Acting,Actor,,1
mov_annabelle_2014_a961b5,per_alfre_woodard_bb7f45,Acting,Actor,,2
mov_annabelle_2014_a961b5,per_eric_ladin_f867f9,Acting,Actor,,3
mov_annabelle_2014_a961b5,per_brian_howe_51e92b,Acting,Actor,,4
mov_annie_2014_1cec51,per_will_gluck_8f14d6,Directing,Director,,1
mov_annie_2014_1cec51,per_quvenzhane_wallis_52e476,Acting,Actor,,1
mov_annie_2014_1cec51,per_jamie_foxx_22a37b,Acting,Actor,,2
mov_annie_2014_1cec51,per_cameron_diaz_99fe4a,Acting,Actor,,3
mov_annie_2014_1cec51,per_rose_byrne_e80c07,Acting,Actor,,4
mov_annie_2014_1cec51,per_bobby_cannavale_b6387c,Acting,Actor,,5
mov_ant_man_2015_56d6a9,per_peyton_reed_e2066a,Directing,Director,,1
mov_ant_man_2015_56d6a9,per_paul_rudd_d14103,Acting,Actor,,1
mov_ant_man_2015_56d6a9,per_evangeline_lilly_14f576,Acting,Actor,,2
mov_ant_man_2015_56d6a9,per_corey_stoll_a3ec9b,Acting,Actor,,3
mov_ant_man_2015_56d6a9,per_bobby_cannavale_b6387c,Acting,Actor,,4
mov_ant_man_2015_56d6a9,per_michael_pena_f7870e,Acting,Actor,,5
mov_argo_2012_c29beb,per_ben_affleck_315b39,Directing,Director,,1
mov_argo_2012_c29beb,per_ben_affleck_315b39,Acting,Actor,,1
mov_argo_2012_c29beb,per_john_goodman_0f048e,Acting,Actor,,2
mov_argo_2012_c29beb,per_alan_arkin_a0459f,Acting,Actor,,3
mov_argo_2012_c29beb,per_bryan_cranston_dde683,Acting,Actor,,4
mov_argo_2012_c29beb,per_victor_garber_186681,Acting,Actor,,5
mov_as_above_so_below_2014_e0c821,per_john_erick_dowdle_f90b01,Directing,Director,,1
mov_as_above_so_below_2014_e0c821,per_drew_dowdle_screenplay_perdita_weeks_e56b8d,Acting,Actor,,1
mov_as_above_so_below_2014_e0c821,per_ben_feldman_208116,Acting,Actor,,2
mov_as_above_so_below_2014_e0c821,per_edwin_hodge_96ad29,Acting,Actor,,3
mov_as_above_so_below_2014_e0c821,per_francois_civil_d4dba3,Acting,Actor,,4
mov_as_above_so_below_2014_e0c821,per_marion_lambert_4f8e83,Acting,Actor,,5
mov_bad_moms_2016_2d6a46,per_jon_lucas_792f2f,Directing,Director,,1
mov_bad_moms_2016_2d6a46,per_scott_moore_b7814b,Directing,Director,,2
mov_bad_moms_2016_2d6a46,per_mila_kunis_41e0aa,Acting,Actor,,1
mov_bad_moms_2016_2d6a46,per_christina_applegate_adc18e,Acting,Actor,,2
mov_bad_moms_2016_2d6a46,per_kristen_bell_b2e2ff,Acting,Actor,,3
mov_bad_moms_2016_2d6a46,per_jada_pinkett_smith_035f46,Acting,Actor,,4
mov_bad_moms_2016_2d6a46,per_kathryn_hahn_d06905,Acting,Actor,,5
mov_barbershop_the_next_cut_2016_585bf8,per_malcolm_d_lee_a42974,Directing,Director,,1
mov_barbershop_the_next_cut_2016_585bf8,per_ice_cube_f11093,Acting,Actor,,1
mov_barbershop_the_next_cut_2016_585bf8,per_cedric_the_entertainer_6cff30,Acting,Actor,,2
mov_barbershop_the_next_cut_2016_585bf8,per_nicki_minaj_7f214d,Acting,Actor,,3
mov_barbershop_the_next_cut_2016_585bf8,per_regina_hall_e3cc72,Acting,Actor,,4
mov_barbershop_the_next_cut_2016_585bf8,per_eve_a80aeb,Acting,Actor,,5
mov_batman_v_superman_dawn_of_justice_2016_269bdd,per_zack_snyder_72ba9a,Directing,Director,,1
mov_batman_v_superman_dawn_of_justice_2016_269bdd,per_ben_affleck_315b39,Acting,Actor,,1
mov_batman_v_superman_dawn_of_justice_2016_269bdd,per_henry_cavill_6852c3,Acting,Actor,,2
mov_batman_v_superman_dawn_of_justice_2016_269bdd,per_amy_adams_cb6613,Acting,Actor,,3
mov_batman_v_superman_dawn_of_justice_2016_269bdd,per_jesse_eisenberg_5ff2ea,Acting,Actor,,4
mov_batman_v_superman_dawn_of_justice_2016_269bdd,per_diane_lane_f4e6e1,Acting,Actor,,5
mov_batman_the_killing_joke_2016_ecfe32,per_sam_liu_127048,Directing,Director,,1
mov_batman_the_killing_joke_2016_ecfe32,per_bruce_timm_a1ec5e,Directing,Director,,2
mov_batman_the_killing_joke_2016_ecfe32,per_kevin_conroy_e22405,Acting,Actor,,1
mov_batman_the_killing_joke_2016_ecfe32,per_mark_hamill_741271,Acting,Actor,,2
mov_batman_the_killing_joke_2016_ecfe32,per_tara_strong_5ab5bd,Acting,Actor,,3
mov_batman_the_killing_joke_2016_ecfe32,per_ray_wise_2505e8,Acting,Actor,,4
mov_battle_of_the_year_2013_855bf1,per_benson_lee_16cc4b,Directing,Director,,1
mov_battle_of_the_year_2013_855bf1,per_josh_holloway_dcb9db,Acting,Actor,,1
mov_battle_of_the_year_2013_855bf1,per_laz_alonso_d3465c,Acting,Actor,,2
mov_battle_of_the_year_2013_855bf1,per_josh_peck_d79bf5,Acting,Actor,,3
mov_battle_of_the_year_2013_855bf1,per_caity_lotz_a2c8d4,Acting,Actor,,4
mov_battle_of_the_year_2013_855bf1,per_chris_brown_aed680,Acting,Actor,,5
mov_battleship_2012_fa7567,per_peter_berg_271991,Directing,Director,,1
mov_battleship_2012_fa7567,per_alexander_skarsgard_bceaa1,Acting,Actor,,1
mov_battleship_2012_fa7567,per_taylor_kitsch_57abb8,Acting,Actor,,2
mov_battleship_2012_fa7567,per_brooklyn_decker_6fbd63,Acting,Actor,,3
mov_battleship_2012_fa7567,per_rihanna_645e90,Acting,Actor,,4
mov_battleship_2012_fa7567,per_liam_neeson_dc6bad,Acting,Actor,,5
mov_beasts_of_the_southern_wild_2012_29bc99,per_benh_zeitlin_91a13d,Directing,Director,,1
mov_beasts_of_the_southern_wild_2012_29bc99,per_quvenzhane_wallis_52e476,Acting,Actor,,1
mov_beasts_of_the_southern_wild_2012_29bc99,per_dwight_henry_6908af,Acting,Actor,,2
mov_beautiful_creatures_2013_906f85,per_richard_lagravenese_c5b64c,Directing,Director,,1
mov_beautiful_creatures_2013_906f85,per_viola_davis_12425b,Acting,Actor,,1
mov_beautiful_creatures_2013_906f85,per_alice_englert_d56b0b,Acting,Actor,,2
mov_beautiful_creatures_2013_906f85,per_emma_thompson_8704eb,Acting,Actor,,3
mov_beautiful_creatures_2013_906f85,per_emmy_rossum_387da3,Acting,Actor,,4
mov_beautiful_creatures_2013_906f85,per_jeremy_irons_902f56,Acting,Actor,,5
mov_before_i_go_to_sleep_2014_62f00d,per_rowan_joffe_3d4d5a,Directing,Director,,1
mov_before_i_go_to_sleep_2014_62f00d,per_nicole_kidman_e25847,Acting,Actor,,1
mov_before_i_go_to_sleep_2014_62f00d,per_mark_strong_c65036,Acting,Actor,,2
mov_before_i_go_to_sleep_2014_62f00d,per_colin_firth_0245d8,Acting,Actor,,3
mov_before_i_go_to_sleep_2014_62f00d,per_anne_marie_duff_297a33,Acting,Actor,,4
mov_ben_hur_2016_1c95df,per_timur_bekmambetov_1d1c98,Directing,Director,,1
mov_ben_hur_2016_1c95df,per_jack_huston_b20399,Acting,Actor,,1
mov_ben_hur_2016_1c95df,per_morgan_freeman_04b4e0,Acting,Actor,,2
mov_ben_hur_2016_1c95df,per_toby_kebbell_935a26,Acting,Actor,,3
mov_ben_hur_2016_1c95df,per_rodrigo_santoro_e0ee1a,Acting,Actor,,4
mov_ben_hur_2016_1c95df,per_nazanin_boniadi_00fb10,Acting,Actor,,5
mov_beyond_the_lights_2014_1af34b,per_gina_prince_bythewood_7978cc,Directing,Director,,1
mov_beyond_the_lights_2014_1af34b,per_gugu_mbatha_raw_3b2b5e,Acting,Actor,,1
mov_beyond_the_lights_2014_1af34b,per_nate_parker_f0b3c5,Acting,Actor,,2
mov_beyond_the_lights_2014_1af34b,per_minnie_driver_3f4142,Acting,Actor,,3
mov_beyond_the_lights_2014_1af34b,per_danny_glover_4d4f44,Acting,Actor,,4
mov_big_eyes_2014_928a9a,per_tim_burton_6e70ee,Directing,Director,,1
mov_big_eyes_2014_928a9a,per_amy_adams_cb6613,Acting,Actor,,1
mov_big_eyes_2014_928a9a,per_christoph_waltz_02580b,Acting,Actor,,2
mov_big_eyes_2014_928a9a,per_krysten_ritter_4e4733,Acting,Actor,,3
mov_big_eyes_2014_928a9a,per_danny_huston_d140b7,Acting,Actor,,4
mov_big_eyes_2014_928a9a,per_terence_stamp_4847d5,Acting,Actor,,5
mov_black_mass_2015_89e027,per_scott_cooper_f990a0,Directing,Director,,1
mov_black_mass_2015_89e027,per_johnny_depp_c91629,Acting,Actor,,1
mov_black_mass_2015_89e027,per_joel_edgerton_1e419f,Acting,Actor,,2
mov_black_mass_2015_89e027,per_benedict_cumberbatch_842fd8,Acting,Actor,,3
mov_black_mass_2015_89e027,per_sienna_miller_73e98c,Acting,Actor,,4
mov_black_mass_2015_89e027,per_dakota_johnson_be6641,Acting,Actor,,5
mov_blackhat_2015_c96081,per_michael_mann_ad5198,Directing,Director,,1
mov_blackhat_2015_c96081,per_chris_hemsworth_c6dec7,Acting,Actor,,1
mov_blackhat_2015_c96081,per_viola_davis_12425b,Acting,Actor,,2
mov_blackhat_2015_c96081,per_john_ortiz_faeaae,Acting,Actor,,3
mov_blackhat_2015_c96081,per_yorick_van_wageningen_7de569,Acting,Actor,,4
mov_blackhat_2015_c96081,per_tang_wei_5dd0fd,Acting,Actor,,5
mov_blended_2014_ca708e,per_frank_coraci_87cd70,Directing,Director,,1
mov_blended_2014_ca708e,per_adam_sandler_84236f,Acting,Actor,,1
mov_blended_2014_ca708e,per_drew_barrymore_5e006b,Acting,Actor,,2
mov_blended_2014_ca708e,per_bella_thorne_dca0bb,Acting,Actor,,3
mov_blended_2014_ca708e,per_emma_fuhrmann_486555,Acting,Actor,,4
mov_blended_2014_ca708e,per_terry_crews_cb705f,Acting,Actor,,5
mov_blue_jasmine_2013_af8735,per_woody_allen_03c0b5,Directing,Director,,1
mov_blue_jasmine_2013_af8735,per_alec_baldwin_ac57e7,Acting,Actor,,1
mov_blue_jasmine_2013_af8735,per_cate_blanchett_2f0c40,Acting,Actor,,2
mov_blue_jasmine_2013_af8735,per_bobby_cannavale_b6387c,Acting,Actor,,3
mov_blue_jasmine_2013_af8735,per_louis_c_k_8876fd,Acting,Actor,,4
mov_blue_jasmine_2013_af8735,per_andrew_dice_clay_301c62,Acting,Actor,,5
mov_boyhood_2014_62596f,per_richard_linklater_7386c6,Directing,Director,,1
mov_boyhood_2014_62596f,per_ethan_hawke_a652c4,Acting,Actor,,1
mov_boyhood_2014_62596f,per_patricia_arquette_fa47c7,Acting,Actor,,2
mov_boyhood_2014_62596f,per_ellar_coltrane_2d305b,Acting,Actor,,3
mov_brick_mansions_2014_d18618,per_camille_delamarre_f7538f,Directing,Director,,1
mov_brick_mansions_2014_d18618,per_paul_walker_dedf68,Acting,Actor,,1
mov_brick_mansions_2014_d18618,per_david_belle_43cde4,Acting,Actor,,2
mov_brick_mansions_2014_d18618,per_rza_db0ed6,Acting,Actor,,3
mov_bridge_of_spies_2015_8f66b7,per_steven_spielberg_b2d879,Directing,Director,,1
mov_bridge_of_spies_2015_8f66b7,per_tom_hanks_a3be35,Acting,Actor,,1
mov_bridge_of_spies_2015_8f66b7,per_mark_rylance_101d60,Acting,Actor,,2
mov_bridge_of_spies_2015_8f66b7,per_amy_ryan_24938e,Acting,Actor,,3
mov_bridge_of_spies_2015_8f66b7,per_alan_alda_0ace1e,Acting,Actor,,4
mov_bridge_of_spies_2015_8f66b7,per_austin_stowell_ea0410,Acting,Actor,,5
mov_brooklyn_2015_bcdc9f,per_john_crowley_2b0d2d,Directing,Director,,1
mov_brooklyn_2015_bcdc9f,per_saoirse_ronan_aad8e2,Acting,Actor,,1
mov_brooklyn_2015_bcdc9f,per_emory_cohen_eb430e,Acting,Actor,,2
mov_brooklyn_2015_bcdc9f,per_domhnall_gleeson_089b2e,Acting,Actor,,3
mov_brooklyn_2015_bcdc9f,per_jim_broadbent_efb166,Acting,Actor,,4
mov_brooklyn_2015_bcdc9f,per_julie_walters_505112,Acting,Actor,,5
mov_bullet_to_the_head_2013_30481b,per_walter_hill_b9dcbe,Directing,Director,,1
mov_bullet_to_the_head_2013_30481b,per_sylvester_stallone_0872a6,Acting,Actor,,1
mov_bullet_to_the_head_2013_30481b,per_sung_kang_16bff6,Acting,Actor,,2
mov_bullet_to_the_head_2013_30481b,per_sarah_shahi_f5c20b,Acting,Actor,,3
mov_bullet_to_the_head_2013_30481b,per_adewale_akinnuoye_agbaje_090ded,Acting,Actor,,4
mov_bullet_to_the_head_2013_30481b,per_religious_slater_df28a4,Acting,Actor,,5
mov_burnt_2015_507a0d,per_john_wells_97629b,Directing,Director,,1
mov_burnt_2015_507a0d,per_bradley_cooper_72962d,Acting,Actor,,1
mov_burnt_2015_507a0d,per_jamie_dornan_7d1d2e,Acting,Actor,,2
mov_burnt_2015_507a0d,per_emma_thompson_8704eb,Acting,Actor,,3
mov_burnt_2015_507a0d,per_sienna_miller_73e98c,Acting,Actor,,4
mov_burnt_2015_507a0d,per_daniel_bruhl_981115,Acting,Actor,,5
