movie_key,genre_key,genre_order,is_primary
mov_tmdb_51052,gen_animation,2,False
mov_tmdb_51052,gen_family,3,False
mov_tmdb_51052,gen_comedy,4,False
mov_tmdb_37958,gen_fantasy,1,True
mov_tmdb_37958,gen_action,2,False
mov_tmdb_37958,gen_drama,3,False
mov_tmdb_71880,gen_comedy,1,True
mov_tmdb_71880,gen_family,2,False
mov_tmdb_50619,gen_adventure,1,True
mov_tmdb_50619,gen_fantasy,2,False
mov_tmdb_50619,gen_romance,3,False
mov_tmdb_65759,gen_animation,1,True
mov_tmdb_65759,gen_comedy,2,False
mov_tmdb_65759,gen_family,3,False
mov_tmdb_44826,gen_adventure,1,True
mov_tmdb_44826,gen_drama,2,False
mov_tmdb_44826,gen_family,3,False
mov_tmdb_58574,gen_action,1,True
mov_tmdb_58574,gen_adventure,2,False
mov_tmdb_58574,gen_mystery,3,False
mov_tmdb_58574,gen_crime,4,False
mov_tmdb_64328,gen_comedy,1,True
mov_tmdb_64328,gen_family,2,False
mov_tmdb_64328,gen_music,3,False
mov_tmdb_74465,gen_drama,1,True
mov_tmdb_74465,gen_comedy,2,False
mov_tmdb_74465,gen_family,3,False
mov_tmdb_56292,gen_action,1,True
mov_tmdb_56292,gen_thriller,2,False
mov_tmdb_56292,gen_adventure,3,False
mov_tmdb_62838,gen_comedy,1,True
mov_tmdb_62838,gen_romance,2,False
mov_tmdb_71676,gen_action,1,True
mov_tmdb_71676,gen_fantasy,2,False
mov_tmdb_71676,gen_thriller,3,False
mov_tmdb_55301,gen_comedy,1,True
mov_tmdb_55301,gen_fantasy,2,False
mov_tmdb_55301,gen_family,3,False
mov_tmdb_55301,gen_music,4,False
mov_tmdb_55301,gen_animation,5,False
mov_tmdb_65754,gen_thriller,1,True
mov_tmdb_65754,gen_crime,2,False
mov_tmdb_65754,gen_mystery,3,False
mov_tmdb_76758,gen_drama,1,True
mov_tmdb_76758,gen_history,2,False
mov_tmdb_76758,gen_war,3,False
mov_tmdb_71469,gen_horror,1,True
mov_tmdb_71469,gen_action,2,False
mov_tmdb_71469,gen_thriller,3,False
mov_tmdb_71469,gen_science_fiction,4,False
mov_tmdb_57212,gen_war,1,True
mov_tmdb_57212,gen_history,2,False
mov_tmdb_57212,gen_drama,3,False
mov_tmdb_71688,gen_history,1,True
mov_tmdb_71688,gen_drama,2,False
mov_tmdb_76487,gen_horror,1,True
mov_tmdb_76487,gen_thriller,2,False
mov_tmdb_77866,gen_thriller,1,True
mov_tmdb_77866,gen_action,2,False
mov_tmdb_77866,gen_drama,3,False
mov_tmdb_77866,gen_crime,4,False
mov_tmdb_72545,gen_adventure,1,True
mov_tmdb_72545,gen_action,2,False
mov_tmdb_72545,gen_science_fiction,3,False
mov_tmdb_52520,gen_fantasy,1,True
mov_tmdb_52520,gen_action,2,False
mov_tmdb_52520,gen_horror,3,False
mov_tmdb_75174,gen_action,1,True
mov_tmdb_75174,gen_adventure,2,False
mov_tmdb_75174,gen_thriller,3,False
mov_tmdb_76726,gen_science_fiction,1,True
mov_tmdb_76726,gen_drama,2,False
mov_tmdb_76726,gen_thriller,3,False
mov_tmdb_65086,gen_drama,1,True
mov_tmdb_65086,gen_horror,2,False
mov_tmdb_65086,gen_thriller,3,False
mov_tmdb_72570,gen_drama,1,True
mov_tmdb_72570,gen_romance,2,False
mov_tmdb_59961,gen_action,1,True
mov_tmdb_59961,gen_thriller,2,False
mov_tmdb_59962,gen_action,1,True
mov_tmdb_59962,gen_comedy,2,False
mov_tmdb_59962,gen_romance,3,False
mov_tmdb_87502,gen_drama,1,True
mov_tmdb_74534,gen_drama,1,True
mov_tmdb_74534,gen_comedy,2,False
mov_tmdb_75674,gen_action,1,True
mov_tmdb_75674,gen_thriller,2,False
mov_tmdb_75674,gen_war,3,False
mov_tmdb_57214,gen_comedy,1,True
mov_tmdb_73723,gen_animation,1,True
mov_tmdb_73723,gen_family,2,False
mov_tmdb_49529,gen_action,1,True
mov_tmdb_49529,gen_adventure,2,False
mov_tmdb_49529,gen_science_fiction,3,False
mov_tmdb_70160,gen_science_fiction,1,True
mov_tmdb_70160,gen_adventure,2,False
mov_tmdb_70160,gen_action,3,False
mov_tmdb_70160,gen_thriller,4,False
mov_tmdb_72197,gen_animation,1,True
mov_tmdb_72197,gen_adventure,2,False
mov_tmdb_72197,gen_family,3,False
mov_tmdb_72197,gen_comedy,4,False
mov_tmdb_64688,gen_action,1,True
mov_tmdb_64688,gen_comedy,2,False
mov_tmdb_64688,gen_crime,3,False
mov_tmdb_62764,gen_adventure,1,True
mov_tmdb_62764,gen_comedy,2,False
mov_tmdb_62764,gen_family,3,False
mov_tmdb_62764,gen_fantasy,4,False
mov_tmdb_57165,gen_fantasy,1,True
mov_tmdb_57165,gen_adventure,2,False
mov_tmdb_57165,gen_action,3,False
mov_tmdb_71552,gen_comedy,1,True
mov_tmdb_44833,gen_thriller,1,True
mov_tmdb_44833,gen_action,2,False
mov_tmdb_44833,gen_adventure,3,False
mov_tmdb_44833,gen_science_fiction,4,False
mov_tmdb_22970,gen_horror,1,True
mov_tmdb_22970,gen_mystery,2,False
mov_tmdb_22970,gen_comedy,3,False
mov_tmdb_77877,gen_drama,1,True
mov_tmdb_77877,gen_romance,2,False
mov_tmdb_67660,gen_comedy,1,True
mov_tmdb_67660,gen_romance,2,False
mov_tmdb_81836,gen_comedy,1,True
mov_tmdb_81836,gen_romance,2,False
mov_tmdb_24428,gen_science_fiction,1,True
mov_tmdb_24428,gen_action,2,False
mov_tmdb_24428,gen_adventure,3,False
mov_tmdb_62213,gen_comedy,1,True
mov_tmdb_62213,gen_fantasy,2,False
mov_tmdb_76493,gen_comedy,1,True
mov_tmdb_83666,gen_comedy,1,True
mov_tmdb_83666,gen_drama,2,False
mov_tmdb_83666,gen_romance,3,False
mov_tmdb_76494,gen_romance,1,True
mov_tmdb_76494,gen_comedy,2,False
mov_tmdb_76494,gen_drama,3,False
mov_tmdb_41154,gen_action,1,True
mov_tmdb_41154,gen_comedy,2,False
mov_tmdb_41154,gen_science_fiction,3,False
mov_tmdb_70981,gen_science_fiction,1,True
mov_tmdb_70981,gen_mystery,2,False
mov_tmdb_70981,gen_horror,3,False
mov_tmdb_58595,gen_adventure,1,True
mov_tmdb_58595,gen_fantasy,2,False
mov_tmdb_58595,gen_drama,3,False
mov_tmdb_80321,gen_animation,1,True
mov_tmdb_80321,gen_family,2,False
mov_tmdb_80321,gen_comedy,3,False
